username,waktu,teks_komentar,jumlah_likes,sumber_video,komentar_bersih
@rajabangkit5320,2 years ago,Diluat negeri namanya yaris,0,https://youtube.com/watch?v=FDU3zV2_n04,diluat negeri namanya yaris
@alvinad5995,2 years ago,"Jadi mikir, apakah akan ada vios gr?",1,https://youtube.com/watch?v=FDU3zV2_n04,"jadi mikir, apakah akan ada vios gr?"
@habibiehasyim2618,2 years ago (edited),"Saya pake vios gen 3 emang bener om parah banget traffic noise nya ganggu. 
Mau nanya ni om, untuk gen 4 ini kalo kita u turn gmna beloknya patah gk ya? Kalau selama ini gen 3 saya pake, u turnnya gk bisa patah dan itu menggangu -_-",0,https://youtube.com/watch?v=FDU3zV2_n04,"saya pake vios gen 3 emang bener om parah banget traffic noise nya ganggu. 
mau nanya ni om, untuk gen 4 ini kalo kita u turn gmna beloknya patah gk ya? kalau selama ini gen 3 saya pake, u turnnya gk bisa patah dan itu menggangu -_-"
@serbaserbi1027,2 years ago,"Ini gen 4 ya om, bukan gen 5?
Soalnya kan sebelum ini ada juga vios yang mukanya kayak yaris joker, itu masuk facelift atau gen 4 ya om?",0,https://youtube.com/watch?v=FDU3zV2_n04,"ini gen 4 ya om, bukan gen 5?
soalnya kan sebelum ini ada juga vios yang mukanya kayak yaris joker, itu masuk facelift atau gen 4 ya om?"
@donna163,2 years ago (edited),"Grill depan Toyota sekarang kaya gigi boneng dan interiornya terlalu sederhana..contoh aja Altis terbaru, saking sederhana interiornya jadi kelihatan murahan",0,https://youtube.com/watch?v=FDU3zV2_n04,"grill depan toyota sekarang kaya gigi boneng dan interiornya terlalu sederhana..contoh aja altis terbaru, saking sederhana interiornya jadi kelihatan murahan"
@SJW4813,2 years ago,Body belakang nya jelek kaya mobil ibu2,0,https://youtube.com/watch?v=FDU3zV2_n04,body belakang nya jelek kaya mobil ibu2
@lolitarosiana6235,2 years ago,"""Mobil yang dulunya tennarrr""",0,https://youtube.com/watch?v=FDU3zV2_n04,"""mobil yang dulunya tennarrr"""
@STARHEXALKNIVES,2 years ago,Avanza versi sedan,0,https://youtube.com/watch?v=FDU3zV2_n04,avanza versi sedan
@bklf123,2 years ago,lohh om moto mobi uda face refile to?,0,https://youtube.com/watch?v=FDU3zV2_n04,lohh om moto mobi uda face refile to?
@ruszhankabul5008,2 years ago,"Dipastikan VIOS tidak ada versi taksi-nya, yang jadi taksi judulnya LIMO 😂 (netijen trauma)",0,https://youtube.com/watch?v=FDU3zV2_n04,"dipastikan vios tidak ada versi taksi-nya, yang jadi taksi judulnya limo 😂 (netijen trauma)"
@budinugraha1227,2 years ago,Bukan. Ini Mamank Ican (Aspros Auto) bukan Om Mobi.,0,https://youtube.com/watch?v=FDU3zV2_n04,bukan. ini mamank ican (aspros auto) bukan om mobi.
@budinugraha1227,2 years ago,Vios = Yaris Ativ,0,https://youtube.com/watch?v=FDU3zV2_n04,vios = yaris ativ
@YATSUP,2 years ago,gen 5 ini harusnya. karna gen 4 itu mulai 2018,0,https://youtube.com/watch?v=FDU3zV2_n04,gen 5 ini harusnya. karna gen 4 itu mulai 2018
@budinugraha1227,2 years ago,Beda Orang. Ini Mamank Ican (Aspros Auto) bukan Om Mobi.,0,https://youtube.com/watch?v=FDU3zV2_n04,beda orang. ini mamank ican (aspros auto) bukan om mobi.
@miftahulkhoir407,2 years ago,Kalo Jadi vios HB cakep kayanya nih,0,https://youtube.com/watch?v=FDU3zV2_n04,kalo jadi vios hb cakep kayanya nih
@alipkasep7095,2 years ago,Tetep ajah Vios mobil taxi yang berimbang d masyrkt,0,https://youtube.com/watch?v=FDU3zV2_n04,tetep ajah vios mobil taxi yang berimbang d masyrkt
@estetikremix2824,2 years ago,TAXI ENGGA TAPI GRAB,0,https://youtube.com/watch?v=FDU3zV2_n04,taxi engga tapi grab
@AbdullahAdnanID,2 years ago,"18:36 mungkin disediakan ruang buat pemasangan turbo mas, makanya kopong. :D",1,https://youtube.com/watch?v=FDU3zV2_n04,"18:36 mungkin disediakan ruang buat pemasangan turbo mas, makanya kopong. :d"
@VanReactions,2 years ago,Tetep aja males klo namanya masih vios,0,https://youtube.com/watch?v=FDU3zV2_n04,tetep aja males klo namanya masih vios
@flowergenerations,2 years ago,vios saya uji 3thn 0-100 saya paksa dari diam langsung gas full... daaaaannn..tidak jebol mesin tsb..saya pakai versi Matic...salut buat 1NZ ..,0,https://youtube.com/watch?v=FDU3zV2_n04,vios saya uji 3thn 0-100 saya paksa dari diam langsung gas full... daaaaannn..tidak jebol mesin tsb..saya pakai versi matic...salut buat 1nz ..
@JetDunk,2 years ago,Lumayan mengganggu kyknya layar tinggi,0,https://youtube.com/watch?v=FDU3zV2_n04,lumayan mengganggu kyknya layar tinggi
@ogutdoank2063,2 years ago,"steering wheel nya,mirip expander ultimate yak,,hnya beda di dlogo toyota dan mitshubisi,,1 vendor mungkin yaa",0,https://youtube.com/watch?v=FDU3zV2_n04,"steering wheel nya,mirip expander ultimate yak,,hnya beda di dlogo toyota dan mitshubisi,,1 vendor mungkin yaa"
@gerontiusishady7229,2 years ago,"bukan ngga keluar bang yang versi taksi, tapi belum keluar aja versi limonya...wkwkwk",0,https://youtube.com/watch?v=FDU3zV2_n04,"bukan ngga keluar bang yang versi taksi, tapi belum keluar aja versi limonya...wkwkwk"
@heruwarsito-fn2jv,2 years ago,Nissan Sentra 2008 vs Vios 2013 Gen 3 ... Jauh lbih enak sentra 2008 ... Ntah kenapa... Penasaran sama Vios 2023,0,https://youtube.com/watch?v=FDU3zV2_n04,nissan sentra 2008 vs vios 2013 gen 3 ... jauh lbih enak sentra 2008 ... ntah kenapa... penasaran sama vios 2023
@haciibno,2 years ago,"INTINYA JIKA ADA MOBIL SEDAN NODIFNYA ANEH ANEH, FIX MOBIL EX TAXI. 😃😁👌",0,https://youtube.com/watch?v=FDU3zV2_n04,"intinya jika ada mobil sedan nodifnya aneh aneh, fix mobil ex taxi. 😃😁👌"
@sigitpramono4950,2 years ago,"Generasi keduanya malah lebih jelek nggak sih, yaris banget",0,https://youtube.com/watch?v=FDU3zV2_n04,"generasi keduanya malah lebih jelek nggak sih, yaris banget"
@2024changes.me1_,2 years ago,mirip audi A series😍,0,https://youtube.com/watch?v=FDU3zV2_n04,mirip audi a series😍
@modestuserwin,2 years ago,mamang ican kakaknya bagas ya udahhhh ya,0,https://youtube.com/watch?v=FDU3zV2_n04,mamang ican kakaknya bagas ya udahhhh ya
@dekstopcomputer,2 years ago,Masih dong....,0,https://youtube.com/watch?v=FDU3zV2_n04,masih dong....
@bimoberdi6823,2 years ago,Fake taxy,0,https://youtube.com/watch?v=FDU3zV2_n04,fake taxy
@g.rasputin5219,2 years ago,Tu mobil taxi kagak bisa rusak.,0,https://youtube.com/watch?v=FDU3zV2_n04,tu mobil taxi kagak bisa rusak.
@kftmotorsport,2 years ago,salfok sama beauty engine covernya njoged :(,0,https://youtube.com/watch?v=FDU3zV2_n04,salfok sama beauty engine covernya njoged :(
@haloo4226,2 years ago,"Ada kok om , aku waktu umroh kemaren , di arab di jadiin taksi",0,https://youtube.com/watch?v=FDU3zV2_n04,"ada kok om , aku waktu umroh kemaren , di arab di jadiin taksi"
@stenodwn1581,2 years ago,eh...mana vios lepas keli...ni kat malaysia...generasi kelima,0,https://youtube.com/watch?v=FDU3zV2_n04,eh...mana vios lepas keli...ni kat malaysia...generasi kelima
@krisdiantopratama8496,2 years ago,Bagus,0,https://youtube.com/watch?v=FDU3zV2_n04,bagus
@DrgPutra,2 years ago,"Gpp lah bang mirip ""sesuatu"", asalkan harganya ga seperti ""sesuatu"" itu yang versi turbo nya 1m'an 🥴",0,https://youtube.com/watch?v=FDU3zV2_n04,"gpp lah bang mirip ""sesuatu"", asalkan harganya ga seperti ""sesuatu"" itu yang versi turbo nya 1m'an 🥴"
@Papijenna24,2 years ago (edited),"Setelah Gen 3 ada model sebelum yang ini Tahun 2019 , pernah liat Type E nya dipake Mobdin AURI . 😂 Jd ini gen 5 ya",2,https://youtube.com/watch?v=FDU3zV2_n04,"setelah gen 3 ada model sebelum yang ini tahun 2019 , pernah liat type e nya dipake mobdin auri . 😂 jd ini gen 5 ya"
@oraykarung6728,2 years ago,Bukannya itu geneeasi 5,0,https://youtube.com/watch?v=FDU3zV2_n04,bukannya itu geneeasi 5
@girimuliawan8032,2 years ago,om kyknya lensa / sensornya hrs di bersihin deh ada beberapa yg kelihatan bercak2nya :D,0,https://youtube.com/watch?v=FDU3zV2_n04,om kyknya lensa / sensornya hrs di bersihin deh ada beberapa yg kelihatan bercak2nya :d
@herynoegroho4257,2 years ago,"Ehhh baru liat om Mobi ngga pake masker... 
😁😁👍👍👍",0,https://youtube.com/watch?v=FDU3zV2_n04,"ehhh baru liat om mobi ngga pake masker... 
😁😁👍👍👍"
@fahreezann6155,2 years ago,bukanya gen 4 yang mukanya kyk yaris itu?,0,https://youtube.com/watch?v=FDU3zV2_n04,bukanya gen 4 yang mukanya kyk yaris itu?
@gluduggludug,2 years ago,Lexus,0,https://youtube.com/watch?v=FDU3zV2_n04,lexus
@redipustaka3222,2 years ago,"Gen 4 ini benar-benar revolusi Vios, mantaaap",0,https://youtube.com/watch?v=FDU3zV2_n04,"gen 4 ini benar-benar revolusi vios, mantaaap"
@MadeInJapan389,2 years ago,Loh vios joker kelewatttt,0,https://youtube.com/watch?v=FDU3zV2_n04,loh vios joker kelewatttt
@randomuser6584,2 years ago,Klau di brunei vios nie memang kereta kesukaan brunei,0,https://youtube.com/watch?v=FDU3zV2_n04,klau di brunei vios nie memang kereta kesukaan brunei
@demenkereta,2 years ago,"Mobilnya keren
https://youtu.be/_MqyS-tMlek",0,https://youtube.com/watch?v=FDU3zV2_n04,"mobilnya keren
https://youtu.be/_mqys-tmlek"
@raisondetre118,2 years ago,UDAH LAHH GA USAH DIRAGUIN DARI DULU SMPE SKRG GAK ADA CRITANYA PAKE VIOS BUAT HARIAN GA ENAK,0,https://youtube.com/watch?v=FDU3zV2_n04,udah lahh ga usah diraguin dari dulu smpe skrg gak ada critanya pake vios buat harian ga enak
@anthonyking6309,2 years ago,"Coba ke thailand om, taxi nya ginian semua xD",0,https://youtube.com/watch?v=FDU3zV2_n04,"coba ke thailand om, taxi nya ginian semua xd"
@ramatata143,2 years ago,"Samping mirip new Akord, belakang mirip be em we",0,https://youtube.com/watch?v=FDU3zV2_n04,"samping mirip new akord, belakang mirip be em we"
@andhykas5523,2 years ago,"Mirip Raize ya speedometernya, stirnya juga",0,https://youtube.com/watch?v=FDU3zV2_n04,"mirip raize ya speedometernya, stirnya juga"
@sarimoon2247,2 years ago,Kenapa om ga pake topeng,0,https://youtube.com/watch?v=FDU3zV2_n04,kenapa om ga pake topeng
@handigunawan90,2 years ago,"saya melihat mamang 1 ini entah saudara atau adiknya om mobi,, suara dan postur muka mirip om mobi..😂",0,https://youtube.com/watch?v=FDU3zV2_n04,"saya melihat mamang 1 ini entah saudara atau adiknya om mobi,, suara dan postur muka mirip om mobi..😂"
@Supercar179,2 years ago,"Sekarang mobil apa ajh di jadiin taksi bahkan travel.  Mercy alphard , zenix inova reborn fortuner dll",0,https://youtube.com/watch?v=FDU3zV2_n04,"sekarang mobil apa ajh di jadiin taksi bahkan travel.  mercy alphard , zenix inova reborn fortuner dll"
@Supercar179,2 years ago (edited),"Kalo liat di ig pedagang vios ex taxi suka heran sendiri ,, mereka dah keluarin vios gen 4 gen 5 gen 6,, dengan basic gen 3 di tempel bodykit wkkwkw  ,, kalo di komen ehh itu bukannya gen 3 ganti bemper doang bang .. Ehh jawabnya ttep kekeh gen 4 ini bang gen 5 ini bang wkwkwk geli2 dah",0,https://youtube.com/watch?v=FDU3zV2_n04,"kalo liat di ig pedagang vios ex taxi suka heran sendiri ,, mereka dah keluarin vios gen 4 gen 5 gen 6,, dengan basic gen 3 di tempel bodykit wkkwkw  ,, kalo di komen ehh itu bukannya gen 3 ganti bemper doang bang .. ehh jawabnya ttep kekeh gen 4 ini bang gen 5 ini bang wkwkwk geli2 dah"
@budinugraha1227,2 years ago,Beda Orang. Ini Mamank Ican (Aspros Auto) bukan Om Mobi.,0,https://youtube.com/watch?v=FDU3zV2_n04,beda orang. ini mamank ican (aspros auto) bukan om mobi.
@extremelyjuicy6034,2 years ago,"dirasain dulu, ini dnga sama ama avanza",0,https://youtube.com/watch?v=FDU3zV2_n04,"dirasain dulu, ini dnga sama ama avanza"
@YATSUP,2 years ago,belakang mirip city,0,https://youtube.com/watch?v=FDU3zV2_n04,belakang mirip city
@budinugraha1227,2 years ago,Beda orang. Ini Mamank Ican (Aspros Auto) bukan Om Mobi,0,https://youtube.com/watch?v=FDU3zV2_n04,beda orang. ini mamank ican (aspros auto) bukan om mobi
@zakyilhamizain,2 years ago,Apakah mungkin ini om mobi?🤣,0,https://youtube.com/watch?v=FDU3zV2_n04,apakah mungkin ini om mobi?🤣
@budinugraha1227,2 years ago," @zakyilhamizain  Beda Orang. Ini Mamang Ican (Aspros Auto) bukan Om Mobi.
Om Mobi orang Jakarta
Mamang Ican orang Bandung",0,https://youtube.com/watch?v=FDU3zV2_n04," @zakyilhamizain  beda orang. ini mamang ican (aspros auto) bukan om mobi.
om mobi orang jakarta
mamang ican orang bandung"
@iqbalmaulanafahrezy8751,2 years ago,Mls bgt yg review mamang mamang bosenin,0,https://youtube.com/watch?v=FDU3zV2_n04,mls bgt yg review mamang mamang bosenin
@expocel34,2 years ago,"Gan, ini bukanx Gen 5, krn sthu sy, Gen 4 kembali kaya model Gen 2, cb deh di cek lg. (Maaf kl sy slh).. 🙏",0,https://youtube.com/watch?v=FDU3zV2_n04,"gan, ini bukanx gen 5, krn sthu sy, gen 4 kembali kaya model gen 2, cb deh di cek lg. (maaf kl sy slh).. 🙏"
@demonjunaedi,2 years ago,Mirip banget Camry,0,https://youtube.com/watch?v=FDU3zV2_n04,mirip banget camry
@agungkristiyono1486,2 years ago,"Avanza,vios kesan taxi",0,https://youtube.com/watch?v=FDU3zV2_n04,"avanza,vios kesan taxi"
@ceramahstory4289,2 years ago,"Namanya vios. Pasti org pikir 2 x buat beli masih terkesan taxi pdhal taxi selain vios bnyak cuma vios sudh mnjadi icon taxi. Mnding discontinue ganti nama bodi sama pasti laku, sok ngatur kali gw 🤣.",0,https://youtube.com/watch?v=FDU3zV2_n04,"namanya vios. pasti org pikir 2 x buat beli masih terkesan taxi pdhal taxi selain vios bnyak cuma vios sudh mnjadi icon taxi. mnding discontinue ganti nama bodi sama pasti laku, sok ngatur kali gw 🤣."
@dedidp1554,2 years ago,Kalau semisal beli ini tapi malu sama nama vios karena image taksi nya tinggal lepas aja sih nama vios nya pasti orang nyangka nya ini sedan mewah toyota karena overall tampilan luar dalam nya juga mendukung,0,https://youtube.com/watch?v=FDU3zV2_n04,kalau semisal beli ini tapi malu sama nama vios karena image taksi nya tinggal lepas aja sih nama vios nya pasti orang nyangka nya ini sedan mewah toyota karena overall tampilan luar dalam nya juga mendukung
@alfin742,2 years ago,city banget,0,https://youtube.com/watch?v=FDU3zV2_n04,city banget
@hobbykloyongan,2 years ago,"Sy pake eks taksi BB gen 3 2013 , Alhmdlh 2 tahun pemakaian hanya jajan  ganti oli & ban,  tune up. Bensin irit, mesin bandel.",2,https://youtube.com/watch?v=FDU3zV2_n04,"sy pake eks taksi bb gen 3 2013 , alhmdlh 2 tahun pemakaian hanya jajan  ganti oli & ban,  tune up. bensin irit, mesin bandel."
@croissantmania,2 years ago (edited),"1:26 Vios pertama itu tahun 2003 deh. Tahun 2002 masih Soluna.
2:20 Generasi 3 ganti mesin di tahun 2016, pakai 2NR-FE, barengan Yaris dan Sienta.",25,https://youtube.com/watch?v=FDU3zV2_n04,"1:26 vios pertama itu tahun 2003 deh. tahun 2002 masih soluna.
2:20 generasi 3 ganti mesin di tahun 2016, pakai 2nr-fe, barengan yaris dan sienta."
@erichibunmaeh5497,2 years ago,"15:19 juga, kenapa toyota senang menyunat front deffoger ya? yaris vios yg lama bgitu, sama kaya sienta, arah sembur sih lengkap, panel AC  yg skrg sudah digital. ini mobil udh mau  nanngung aja ada dummy tombol di AC ??? ini mobil udah 300jt an padahal.",1,https://youtube.com/watch?v=FDU3zV2_n04,"15:19 juga, kenapa toyota senang menyunat front deffoger ya? yaris vios yg lama bgitu, sama kaya sienta, arah sembur sih lengkap, panel ac  yg skrg sudah digital. ini mobil udh mau  nanngung aja ada dummy tombol di ac ??? ini mobil udah 300jt an padahal."
@erichibunmaeh5497,2 years ago,"yaris dan vios knp nama beda ya? pdhl dalam luar hampir sama..  andai sj mrka satu nama dan berbagai jenis mobil misalny viris gitu🤣 (vios - yaris)  dengan bentuk mobil  hatchback, sedan, wagon ? pasti keren. cuman nasi dh jadi bubur, inilah yg terjadi skrg👍👍",0,https://youtube.com/watch?v=FDU3zV2_n04,"yaris dan vios knp nama beda ya? pdhl dalam luar hampir sama..  andai sj mrka satu nama dan berbagai jenis mobil misalny viris gitu🤣 (vios - yaris)  dengan bentuk mobil  hatchback, sedan, wagon ? pasti keren. cuman nasi dh jadi bubur, inilah yg terjadi skrg👍👍"
@farrelalfathan4753,2 years ago,klo kenceng ya bakpao sih,0,https://youtube.com/watch?v=FDU3zV2_n04,klo kenceng ya bakpao sih
@ARDI2744,2 years ago,"Bagus banget, tapi gk tau kenapa udah terlanjur jatuh cinta sama honda city.",0,https://youtube.com/watch?v=FDU3zV2_n04,"bagus banget, tapi gk tau kenapa udah terlanjur jatuh cinta sama honda city."
@elnino-og9gi,2 years ago,"Ada 1 versi lagi habis versi 3 om, entah itu facelift atau beda versi. Tapi yg jelas mesin udh NR",0,https://youtube.com/watch?v=FDU3zV2_n04,"ada 1 versi lagi habis versi 3 om, entah itu facelift atau beda versi. tapi yg jelas mesin udh nr"
@andreairfanaziz3214,2 years ago,Belakang dah mirip bmw seri 7 aja nih,0,https://youtube.com/watch?v=FDU3zV2_n04,belakang dah mirip bmw seri 7 aja nih
@kangbaharudinmlp,2 years ago,Bukannya yang sekarang generasi 6 om ??,0,https://youtube.com/watch?v=FDU3zV2_n04,bukannya yang sekarang generasi 6 om ??
@masadam9270,2 years ago,Menyelenyeh apa om,0,https://youtube.com/watch?v=FDU3zV2_n04,menyelenyeh apa om
@fajri2856,2 years ago,"Yok tantan para modifika 
Suru modif vios ini jadi tampilan  spord car",0,https://youtube.com/watch?v=FDU3zV2_n04,"yok tantan para modifika 
suru modif vios ini jadi tampilan  spord car"
@Sky7Folds,2 years ago,"Saya pemakai Vios gen1 tahun 2003.
Saya pake sesuai fungsinya angkut2 barang dan penumpang (keluarga)
Apakah gengsi make mobil tua??
TENTU TIDAK disesuaikan fungsinya saja.",0,https://youtube.com/watch?v=FDU3zV2_n04,"saya pemakai vios gen1 tahun 2003.
saya pake sesuai fungsinya angkut2 barang dan penumpang (keluarga)
apakah gengsi make mobil tua??
tentu tidak disesuaikan fungsinya saja."
@Onedaytrip_03,2 years ago,Sayang sudah tidak diproduksi di Indonesia lagi,0,https://youtube.com/watch?v=FDU3zV2_n04,sayang sudah tidak diproduksi di indonesia lagi
@YATSUP,2 years ago,ga ah. yg penting info nya lengkap.,0,https://youtube.com/watch?v=FDU3zV2_n04,ga ah. yg penting info nya lengkap.
@redipustaka3222,2 years ago,Udah bagus gini masih ada aja yg malu pake. Cuma gegara cap mobil taksi. Pola pikir yg nyeleneh,0,https://youtube.com/watch?v=FDU3zV2_n04,udah bagus gini masih ada aja yg malu pake. cuma gegara cap mobil taksi. pola pikir yg nyeleneh
@gilangw595,10 months ago,gara-gara pajak pemerintah buat mobil sedan mahal banget.. terpaksa sunat ini itu,0,https://youtube.com/watch?v=FDU3zV2_n04,gara-gara pajak pemerintah buat mobil sedan mahal banget.. terpaksa sunat ini itu
@redipustaka3222,2 years ago,Sepakat bang. Hanya org2 yg cari gengsi saja yg malu pake mobil ini.,0,https://youtube.com/watch?v=FDU3zV2_n04,sepakat bang. hanya org2 yg cari gengsi saja yg malu pake mobil ini.
@laludongker9557,2 years ago,Civik persi toyota nih,0,https://youtube.com/watch?v=FDU3zV2_n04,civik persi toyota nih
@reggiecell6529,2 years ago,JD pengen ganti Ayla dengan vios,0,https://youtube.com/watch?v=FDU3zV2_n04,jd pengen ganti ayla dengan vios
@ppdigabus2872,2 years ago,cenderung meniru hyundai sonata secara kaca siku belakang dan jok belakangnya mengikuti nissan almera ... saya pikir ini lambatnya r&d toyota yg menguber target mobil sejuta umat :face-green-smiling::face-green-smiling::face-green-smiling:,0,https://youtube.com/watch?v=FDU3zV2_n04,cenderung meniru hyundai sonata secara kaca siku belakang dan jok belakangnya mengikuti nissan almera ... saya pikir ini lambatnya r&d toyota yg menguber target mobil sejuta umat :face-green-smiling::face-green-smiling::face-green-smiling:
@agussumartono5467,2 years ago,Ini harusnya generasi ke 5. Bukan begitu Om Mobi?,0,https://youtube.com/watch?v=FDU3zV2_n04,ini harusnya generasi ke 5. bukan begitu om mobi?
@deadwood21plus,2 years ago,Ini kalau ada versi GRnya pasti makin keren. Bentuk lampu depan & belakangnya sporty banget.,39,https://youtube.com/watch?v=FDU3zV2_n04,ini kalau ada versi grnya pasti makin keren. bentuk lampu depan & belakangnya sporty banget.
@aldirizkipratama1366,2 years ago,"Selama saya kerja di perusahaan taksi, tidak pernah ada pengemudi yang mengeluhkan mesin jebol, atau permasalahan di segmen permesinan. Mesin vios ini badak bgt emang walaupun udh di siksa beratus ratus kilometer 👍🏻",79,https://youtube.com/watch?v=FDU3zV2_n04,"selama saya kerja di perusahaan taksi, tidak pernah ada pengemudi yang mengeluhkan mesin jebol, atau permasalahan di segmen permesinan. mesin vios ini badak bgt emang walaupun udh di siksa beratus ratus kilometer 👍🏻"
@faizismail3420,2 years ago,Diindonesia vios 2022 ga ada ya? Version 4? Kalau dalam video ini version 5,0,https://youtube.com/watch?v=FDU3zV2_n04,diindonesia vios 2022 ga ada ya? version 4? kalau dalam video ini version 5
@setogembot,2 years ago,Ntaran jg rilis versi taxi bos orang di Ancol mercy Avantgarde aja 2015 bejibun,0,https://youtube.com/watch?v=FDU3zV2_n04,ntaran jg rilis versi taxi bos orang di ancol mercy avantgarde aja 2015 bejibun
@namadefault4375,2 years ago,Lucu ada kucing numpang lewat 🤣,0,https://youtube.com/watch?v=FDU3zV2_n04,lucu ada kucing numpang lewat 🤣
@fikrimasgars,2 years ago,"Ada yg keskip Om, Vios ‘Joker’.
Bukan generasi sih, tapi major facelift wkwk 😂",3,https://youtube.com/watch?v=FDU3zV2_n04,"ada yg keskip om, vios ‘joker’.
bukan generasi sih, tapi major facelift wkwk 😂"
@ranggawulung08,2 years ago,Gak muasoook. 😁😁,0,https://youtube.com/watch?v=FDU3zV2_n04,gak muasoook. 😁😁
@harryandrean9380,2 years ago,aslinya udh keren tpi klo di modif dkit lagi pasti jdi lebih keren👍,1,https://youtube.com/watch?v=FDU3zV2_n04,aslinya udh keren tpi klo di modif dkit lagi pasti jdi lebih keren👍
@IKHSANAMAKOE,2 years ago,Coba om kasi ke saya.. saya jujur ga gengsi kok om 😂,0,https://youtube.com/watch?v=FDU3zV2_n04,coba om kasi ke saya.. saya jujur ga gengsi kok om 😂
@rickydyrga2050,2 years ago,"Ditempat saya Inova reborn, Alphard,Pajero dan Fortuner. Jadi mobil travel. Skrng mobi dibawah 700 juta bukan termasuk barang mewah lagi. Uda biasa aja. Siapa aja Uda bisa beli mobil. Meskipun kredit.",0,https://youtube.com/watch?v=FDU3zV2_n04,"ditempat saya inova reborn, alphard,pajero dan fortuner. jadi mobil travel. skrng mobi dibawah 700 juta bukan termasuk barang mewah lagi. uda biasa aja. siapa aja uda bisa beli mobil. meskipun kredit."
@mikhaelbrilliant1248,2 years ago (edited),"Toyota Vios Standard mesin standard VVT-i dual sekarang isi bensin Super RON 92 Di Shell ITC BSD, masa supaya mobil matic fungsi Drive masih di jalan raya tol",2,https://youtube.com/watch?v=FDU3zV2_n04,"toyota vios standard mesin standard vvt-i dual sekarang isi bensin super ron 92 di shell itc bsd, masa supaya mobil matic fungsi drive masih di jalan raya tol"
@primaokta5419,2 years ago,Kalo dibikin hatchback pasti bisa laku keras 😁😁😁,8,https://youtube.com/watch?v=FDU3zV2_n04,kalo dibikin hatchback pasti bisa laku keras 😁😁😁
@noviopatra,2 years ago,Swap mesin GR yaris bagus ni,0,https://youtube.com/watch?v=FDU3zV2_n04,swap mesin gr yaris bagus ni
@Boss_Dimas_Ch_Clip,2 years ago,"Grillnya gx bgt dah ngowoh kyk ikan lele 🗿
Masih suka sama gen 2 meskipun buluk, klo ada duit lebih pilih camry 2.4 thn 2014 kebawah (yg grillnya masih kecil atas bawah)",0,https://youtube.com/watch?v=FDU3zV2_n04,"grillnya gx bgt dah ngowoh kyk ikan lele 🗿
masih suka sama gen 2 meskipun buluk, klo ada duit lebih pilih camry 2.4 thn 2014 kebawah (yg grillnya masih kecil atas bawah)"
@RianHendro-h4r,1 month ago,Keren,0,https://youtube.com/watch?v=dCynfd001QM,keren
@fatirhidayat1537,4 months ago,Ganteng banget bg,1,https://youtube.com/watch?v=dCynfd001QM,ganteng banget bg
@yohanespradono5224,5 months ago,ganteng banget,1,https://youtube.com/watch?v=dCynfd001QM,ganteng banget
@his.story95,5 months ago,Tetep aja masuk kasta rendah😂 image nya masih mobil taksi😂,0,https://youtube.com/watch?v=dCynfd001QM,tetep aja masuk kasta rendah😂 image nya masih mobil taksi😂
@xtmilo23,6 months ago,"mobil ini di malaysia udh kaya avanza disini , byk bgt… berbagai warna lagi… entah kenapa kita kurang minat sm sedan..",1,https://youtube.com/watch?v=dCynfd001QM,"mobil ini di malaysia udh kaya avanza disini , byk bgt… berbagai warna lagi… entah kenapa kita kurang minat sm sedan.."
@hungsicily1259,6 months ago,việt nam đã chờ 2 năm vẫn chưa có,1,https://youtube.com/watch?v=dCynfd001QM,việt nam đã chờ 2 năm vẫn chưa có
@ukmkotabandung3609,8 months ago,Mirip MG5,0,https://youtube.com/watch?v=dCynfd001QM,mirip mg5
@ukmkotabandung3609,8 months ago (edited),"Lebih nyaman vios ,tarikan lebih unggul City .,fitur lebih banyak vios.",0,https://youtube.com/watch?v=dCynfd001QM,"lebih nyaman vios ,tarikan lebih unggul city .,fitur lebih banyak vios."
@denbagusbejo4189,8 months ago (edited),Suhu ... mo tanya Toyota Vios AT atau CVT y ...,0,https://youtube.com/watch?v=dCynfd001QM,suhu ... mo tanya toyota vios at atau cvt y ...
@Lawfirmku,9 months ago,"Bang, saya juga punya, saya lagi nyari komunitasnya, biar bisa sharing2, tolong info kalau ada ya bang ...",0,https://youtube.com/watch?v=dCynfd001QM,"bang, saya juga punya, saya lagi nyari komunitasnya, biar bisa sharing2, tolong info kalau ada ya bang ..."
@TKi86WakanDA,9 months ago,ak plih putih sudh lulus bank tngal mahu ambil aja😊,0,https://youtube.com/watch?v=dCynfd001QM,ak plih putih sudh lulus bank tngal mahu ambil aja😊
@Yang_Mulia,9 months ago,compare kenyamanan sma rival abadinya city gmna bang ?,0,https://youtube.com/watch?v=dCynfd001QM,compare kenyamanan sma rival abadinya city gmna bang ?
@asmadivivo-sh6uk,10 months ago,Ok jugak mobilnya mantap,0,https://youtube.com/watch?v=dCynfd001QM,ok jugak mobilnya mantap
@rogerwhite9832,11 months ago,"karena apa ...????


merah itu raciingggg",1,https://youtube.com/watch?v=dCynfd001QM,"karena apa ...????


merah itu raciingggg"
@febydilliawan6608,1 year ago,Bro pls ajarin steps how to connect to Apple Carplay pke vios ini.. punya gw 2023 trus gw bingung gimana koneknya padahal buat dengerin bluetooh music aman banget.,3,https://youtube.com/watch?v=dCynfd001QM,bro pls ajarin steps how to connect to apple carplay pke vios ini.. punya gw 2023 trus gw bingung gimana koneknya padahal buat dengerin bluetooh music aman banget.
